id,comment,position,stakeholder,channel
185,子育て世帯としては、施設の安全管理が一番気になります。大雨や台風、土砂災害の際に事故が起きないよう、事前のリスク評価を公開してください。 子育て中の保護者からは、別の地区の回答でも、急な予定変更に対応できるかが重要なため、変更後の問い合わせ先と代替手段を分かりやすく示してほしいです。 補足として、利用できない人がどこに相談すればよいか分かるようにしてほしいです。,慎重,子育て中の保護者,Webフォーム
186,地球温暖化対策として再生可能エネルギーは必要だと思います。一方で、自然を削ってまで進める計画には疑問があり、環境調査を厳しくしてほしいです。 子育て中の保護者からは、説明会後の意見としても、家族に頼れない場合の選択肢が必要なため、関係する部署や地域団体と連携して改善してほしいです。 補足として、利用できない人がどこに相談すればよいか分かるようにしてほしいです。,条件付き賛成,子育て中の保護者,Webフォーム
187,事業者の説明会が平日夜だけだと参加できない家庭も多いです。休日開催やオンライン配信、資料のわかりやすい公開など、意見を出しやすい工夫をお願いします。 子育て中の保護者からは、家族や支援者の視点でも、窓口、紙、Webのどれでも確認できることが大切なため、具体的な運用条件まで示してほしいです。 補足として、利用できない人がどこに相談すればよいか分かるようにしてほしいです。,手続き懸念,子育て中の保護者,Webフォーム
188,条件付きで賛成です。地域住民への事前説明、景観への配慮、防災対策、撤去費用の確保が確認できるなら、子どもの未来のためにも進めてよいと思います。 子育て中の保護者からは、日常的に利用する人からも、実際の生活動線に合う運用でないと使い続けにくいため、地域別の影響を確認してから判断してほしいです。 補足として、利用できない人がどこに相談すればよいか分かるようにしてほしいです。,条件付き賛成,子育て中の保護者,説明会
189,施設ができた後の管理体制が曖昧だと不安です。草木の管理、設備点検、苦情対応の窓口などを決め、長期的に責任を持つ仕組みを示してください。 子育て中の保護者からは、初めて制度を調べた人からも、利用する時間帯や曜日で困り方が変わるため、試行期間を設けて利用者の声を再確認してほしいです。 補足として、利用できない人がどこに相談すればよいか分かるようにしてほしいです。,慎重,子育て中の保護者,紙提出
190,学校や公共施設の屋根を活用するような再エネ導入には賛成です。新しく自然を壊す前に、既存の建物や遊休地を優先して使う方針にしてほしいです。 子育て中の保護者からは、平日昼間に動きづらい人からも、情報の届き方に個人差があるため、対象者に届く案内方法も合わせて検討してほしいです。 補足として、利用できない人がどこに相談すればよいか分かるようにしてほしいです。,賛成,子育て中の保護者,Webフォーム
191,地域の合意がないまま大規模施設を進めることには慎重であるべきです。子どもたちが暮らし続ける町なので、住民の不安を軽く扱わないでください。 子育て中の保護者からは、地域活動に関わる人からも、費用負担と手続きの分かりやすさが利用を左右するため、必要な人が使えなくならないよう段階的に見直してほしいです。 補足として、利用できない人がどこに相談すればよいか分かるようにしてほしいです。,慎重,子育て中の保護者,説明会
192,再生可能エネルギーを地域の学びにつなげられると良いと思います。発電量や環境効果を学校でも知れるようにし、子どもが考える機会を作ってください。 子育て中の保護者からは、同じ立場の利用者からも、地区ごとの距離や交通手段の違いが大きいため、利用実績だけでなく困っている人の声も判断材料にしてほしいです。 補足として、利用できない人がどこに相談すればよいか分かるようにしてほしいです。,賛成,子育て中の保護者,Webフォーム
193,商店街で観光客を迎える立場として、再生可能エネルギーの推進自体には賛成です。ただし山並みや海辺の景観を損なわない配置計画を丁寧に示してほしいです。 地元商店主・観光業関係者からは、別の地区の回答でも、急な予定変更に対応できるかが重要なため、変更後の問い合わせ先と代替手段を分かりやすく示してほしいです。 補足として、利用できない人がどこに相談すればよいか分かるようにしてほしいです。,条件付き賛成,地元商店主・観光業関係者,Webフォーム
194,災害時に地域で電力を確保できる仕組みは重要だと思います。施設整備とあわせて避難所や商店への非常用電源供給など、地元に見える利点を明確にしてください。 地元商店主・観光業関係者からは、説明会後の意見としても、家族に頼れない場合の選択肢が必要なため、関係する部署や地域団体と連携して改善してほしいです。 補足として、利用できない人がどこに相談すればよいか分かるようにしてほしいです。,賛成,地元商店主・観光業関係者,説明会
195,観光地としての魅力は景色と暮らしの雰囲気に支えられています。発電施設が必要でも、主要道路や展望場所からの見え方を事前に確認し、住民に説明してほしいです。 地元商店主・観光業関係者からは、家族や支援者の視点でも、窓口、紙、Webのどれでも確認できることが大切なため、具体的な運用条件まで示してほしいです。 補足として、利用できない人がどこに相談すればよいか分かるようにしてほしいです。,慎重,地元商店主・観光業関係者,紙提出
196,地元経済に資する事業であれば前向きに受け止めます。工事や維持管理で地域業者を活用し、雇用や仕入れが町内に循環する仕組みを条件にしていただきたいです。 地元商店主・観光業関係者からは、日常的に利用する人からも、実際の生活動線に合う運用でないと使い続けにくいため、地域別の影響を確認してから判断してほしいです。 補足として、利用できない人がどこに相談すればよいか分かるようにしてほしいです。,条件付き賛成,地元商店主・観光業関係者,Webフォーム
197,再エネ導入は時代の流れとして理解できますが、土砂災害や水害の危険がある場所への設置には慎重であるべきです。安全性の根拠を公開してください。 地元商店主・観光業関係者からは、初めて制度を調べた人からも、利用する時間帯や曜日で困り方が変わるため、試行期間を設けて利用者の声を再確認してほしいです。 補足として、利用できない人がどこに相談すればよいか分かるようにしてほしいです。,慎重,地元商店主・観光業関係者,Webフォーム
198,観光業では「この町らしい景観」が大切な商品です。施設の規模や色、フェンス、管理道路まで含め、周辺環境になじむ設計を求めます。 地元商店主・観光業関係者からは、平日昼間に動きづらい人からも、情報の届き方に個人差があるため、対象者に届く案内方法も合わせて検討してほしいです。 補足として、利用できない人がどこに相談すればよいか分かるようにしてほしいです。,慎重,地元商店主・観光業関係者,説明会
199,電気代や燃料費の高騰で商売も厳しく、地域で電力を生み出す考えには期待しています。住民や事業者が参加できる地域還元型の制度を検討してください。 地元商店主・観光業関係者からは、地域活動に関わる人からも、費用負担と手続きの分かりやすさが利用を左右するため、必要な人が使えなくならないよう段階的に見直してほしいです。 補足として、利用できない人がどこに相談すればよいか分かるようにしてほしいです。,賛成,地元商店主・観光業関係者,Webフォーム
200,事業者の説明会が一度だけでは、商店主や観光関係者の不安は解消されません。計画変更時も含め、継続的に説明し意見を反映する場を設けてください。 地元商店主・観光業関係者からは、同じ立場の利用者からも、地区ごとの距離や交通手段の違いが大きいため、利用実績だけでなく困っている人の声も判断材料にしてほしいです。 補足として、利用できない人がどこに相談すればよいか分かるようにしてほしいです。,手続き懸念,地元商店主・観光業関係者,説明会
201,自然環境を守りながら再エネを進めるなら賛成です。鳥類、森林、水源への影響調査を形だけで終わらせず、結果と対策を分かりやすく公表してください。 地元商店主・観光業関係者からは、別の地区の回答でも、急な予定変更に対応できるかが重要なため、変更後の問い合わせ先と代替手段を分かりやすく示してほしいです。 補足として、利用できない人がどこに相談すればよいか分かるようにしてほしいです。,条件付き賛成,地元商店主・観光業関係者,紙提出
202,施設ができた後の管理責任が曖昧だと、景観悪化や災害時の危険につながります。撤去費用、老朽化対策、連絡窓口を事前に明確にしてほしいです。 地元商店主・観光業関係者からは、説明会後の意見としても、家族に頼れない場合の選択肢が必要なため、関係する部署や地域団体と連携して改善してほしいです。 補足として、利用できない人がどこに相談すればよいか分かるようにしてほしいです。,慎重,地元商店主・観光業関係者,Webフォーム
203,町の将来を考えると再生可能エネルギーは必要ですが、観光資源を失っては本末転倒です。適地を選び、無理な大規模開発は避けるべきだと思います。 地元商店主・観光業関係者からは、家族や支援者の視点でも、窓口、紙、Webのどれでも確認できることが大切なため、具体的な運用条件まで示してほしいです。 補足として、利用できない人がどこに相談すればよいか分かるようにしてほしいです。,条件付き賛成,地元商店主・観光業関係者,Webフォーム
204,地域外の事業者だけが利益を得る形には納得しにくいです。売電収益の一部を防災、景観保全、商店街活性化に還元する仕組みを条件にしてください。 地元商店主・観光業関係者からは、日常的に利用する人からも、実際の生活動線に合う運用でないと使い続けにくいため、地域別の影響を確認してから判断してほしいです。 補足として、利用できない人がどこに相談すればよいか分かるようにしてほしいです。,条件付き賛成,地元商店主・観光業関係者,紙提出
205,再生可能エネルギーの導入自体には賛成ですが、渡り鳥の経路や希少植物の生育地を事前に丁寧に調べ、影響が確認された区域は計画から外してほしいです。 環境保全団体・自然観察者からは、初めて制度を調べた人からも、利用する時間帯や曜日で困り方が変わるため、試行期間を設けて利用者の声を再確認してほしいです。 補足として、利用できない人がどこに相談すればよいか分かるようにしてほしいです。,条件付き賛成,環境保全団体・自然観察者,Webフォーム
206,山林を大きく造成する発電施設は、土砂災害や濁水の発生が心配です。防災面の評価を住民に分かる形で示したうえで判断すべきだと思います。 環境保全団体・自然観察者からは、平日昼間に動きづらい人からも、情報の届き方に個人差があるため、対象者に届く案内方法も合わせて検討してほしいです。 補足として、利用できない人がどこに相談すればよいか分かるようにしてほしいです。,慎重,環境保全団体・自然観察者,紙提出
207,地域の脱炭素化は進めるべきですが、景観や里山の生態系を犠牲にしてよいとは思いません。既存施設や遊休地の活用を優先してください。 環境保全団体・自然観察者からは、地域活動に関わる人からも、費用負担と手続きの分かりやすさが利用を左右するため、必要な人が使えなくならないよう段階的に見直してほしいです。 補足として、利用できない人がどこに相談すればよいか分かるようにしてほしいです。,条件付き賛成,環境保全団体・自然観察者,Webフォーム
208,発電事業による地域経済への効果があるなら、雇用や維持管理を地元に開く仕組みを明確にし、利益が地域外に流れるだけにならないよう求めます。 環境保全団体・自然観察者からは、同じ立場の利用者からも、地区ごとの距離や交通手段の違いが大きいため、利用実績だけでなく困っている人の声も判断材料にしてほしいです。 補足として、利用できない人がどこに相談すればよいか分かるようにしてほしいです。,条件付き賛成,環境保全団体・自然観察者,説明会
209,自然観察を続けている者として、計画地周辺には季節ごとに多様な鳥や昆虫が見られます。単年度調査だけでなく、複数年の環境調査が必要です。 環境保全団体・自然観察者からは、別の地区の回答でも、急な予定変更に対応できるかが重要なため、変更後の問い合わせ先と代替手段を分かりやすく示してほしいです。 補足として、利用できない人がどこに相談すればよいか分かるようにしてほしいです。,慎重,環境保全団体・自然観察者,Webフォーム
210,施設の設置に条件付きで賛成します。災害時の電力供給や地域還元策を具体化し、撤去費用の積立と原状回復の責任を事業者に義務付けてください。 環境保全団体・自然観察者からは、説明会後の意見としても、家族に頼れない場合の選択肢が必要なため、関係する部署や地域団体と連携して改善してほしいです。 補足として、利用できない人がどこに相談すればよいか分かるようにしてほしいです。,条件付き賛成,環境保全団体・自然観察者,説明会
211,住民説明会の資料が専門的すぎると、地域の人が判断できません。騒音、反射光、排水、景観変化などを図や写真で分かりやすく説明してほしいです。 環境保全団体・自然観察者からは、家族や支援者の視点でも、窓口、紙、Webのどれでも確認できることが大切なため、具体的な運用条件まで示してほしいです。 補足として、利用できない人がどこに相談すればよいか分かるようにしてほしいです。,説明不足,環境保全団体・自然観察者,Webフォーム
212,再エネ推進は重要ですが、保安林や水源涵養に関わる場所での開発には慎重であるべきです。短期的な発電量より、流域全体の安全を重視してください。 環境保全団体・自然観察者からは、日常的に利用する人からも、実際の生活動線に合う運用でないと使い続けにくいため、地域別の影響を確認してから判断してほしいです。 補足として、利用できない人がどこに相談すればよいか分かるようにしてほしいです。,慎重,環境保全団体・自然観察者,紙提出
213,子どもたちに豊かな自然を残すためにも、再生可能エネルギーは必要です。ただし、自然を壊して進めるのではなく、地域と共存する小規模分散型を望みます。 環境保全団体・自然観察者からは、初めて制度を調べた人からも、利用する時間帯や曜日で困り方が変わるため、試行期間を設けて利用者の声を再確認してほしいです。 補足として、利用できない人がどこに相談すればよいか分かるようにしてほしいです。,条件付き賛成,環境保全団体・自然観察者,Webフォーム
214,工事中の車両増加や騒音が、野生動物や近隣生活に与える影響も軽視できません。施工時期や作業時間に配慮し、苦情対応窓口を設けてください。 環境保全団体・自然観察者からは、平日昼間に動きづらい人からも、情報の届き方に個人差があるため、対象者に届く案内方法も合わせて検討してほしいです。 補足として、利用できない人がどこに相談すればよいか分かるようにしてほしいです。,慎重,環境保全団体・自然観察者,説明会
215,事業開始後も環境影響を継続的に監視し、鳥類の衝突や排水異常が出た場合は運転停止を含む対策を取る制度が必要だと考えます。 環境保全団体・自然観察者からは、地域活動に関わる人からも、費用負担と手続きの分かりやすさが利用を左右するため、必要な人が使えなくならないよう段階的に見直してほしいです。 補足として、利用できない人がどこに相談すればよいか分かるようにしてほしいです。,慎重,環境保全団体・自然観察者,Webフォーム
216,計画の是非を判断するには、発電量や収益だけでなく、景観、防災、生物多様性、地域負担を総合的に比較した資料を公開してほしいです。 環境保全団体・自然観察者からは、同じ立場の利用者からも、地区ごとの距離や交通手段の違いが大きいため、利用実績だけでなく困っている人の声も判断材料にしてほしいです。 補足として、利用できない人がどこに相談すればよいか分かるようにしてほしいです。,説明不足,環境保全団体・自然観察者,紙提出
217,子どもたちの将来を考えると再生可能エネルギーの導入自体は賛成です。ただ、通学路や住宅地に近い場所では騒音や安全面を丁寧に確認してほしいです。 子育て中の保護者からは、平日昼間に動きづらい人からも、情報の届き方に個人差があるため、対象者に届く案内方法も合わせて検討してほしいです。 補足として、制度変更の前後で負担がどう変わるかを比べられる資料が必要です。,条件付き賛成,子育て中の保護者,Webフォーム
218,景観が大きく変わる計画には少し不安があります。地域の山並みや田園風景は子どもに残したい財産なので、設置場所や高さの基準を明確にしてください。 子育て中の保護者からは、地域活動に関わる人からも、費用負担と手続きの分かりやすさが利用を左右するため、必要な人が使えなくならないよう段階的に見直してほしいです。 補足として、制度変更の前後で負担がどう変わるかを比べられる資料が必要です。,慎重,子育て中の保護者,Webフォーム
219,災害時に地域で使える電源になるなら前向きに考えたいです。停電時に避難所や学校へ電力を供給できる仕組みまで計画に入れてほしいです。 子育て中の保護者からは、同じ立場の利用者からも、地区ごとの距離や交通手段の違いが大きいため、利用実績だけでなく困っている人の声も判断材料にしてほしいです。 補足として、制度変更の前後で負担がどう変わるかを比べられる資料が必要です。,条件付き賛成,子育て中の保護者,説明会
220,再エネ施設が増えることで地域経済に利益があるなら歓迎します。ただし、雇用や税収などの効果が住民に見える形で説明されることが必要だと思います。 子育て中の保護者からは、別の地区の回答でも、急な予定変更に対応できるかが重要なため、変更後の問い合わせ先と代替手段を分かりやすく示してほしいです。 補足として、制度変更の前後で負担がどう変わるかを比べられる資料が必要です。,条件付き賛成,子育て中の保護者,紙提出
221,子育て世帯としては、施設の安全管理が一番気になります。大雨や台風、土砂災害の際に事故が起きないよう、事前のリスク評価を公開してください。 子育て中の保護者からは、説明会後の意見としても、家族に頼れない場合の選択肢が必要なため、関係する部署や地域団体と連携して改善してほしいです。 補足として、制度変更の前後で負担がどう変わるかを比べられる資料が必要です。,慎重,子育て中の保護者,Webフォーム
222,地球温暖化対策として再生可能エネルギーは必要だと思います。一方で、自然を削ってまで進める計画には疑問があり、環境調査を厳しくしてほしいです。 子育て中の保護者からは、家族や支援者の視点でも、窓口、紙、Webのどれでも確認できることが大切なため、具体的な運用条件まで示してほしいです。 補足として、制度変更の前後で負担がどう変わるかを比べられる資料が必要です。,条件付き賛成,子育て中の保護者,Webフォーム
223,事業者の説明会が平日夜だけだと参加できない家庭も多いです。休日開催やオンライン配信、資料のわかりやすい公開など、意見を出しやすい工夫をお願いします。 子育て中の保護者からは、日常的に利用する人からも、実際の生活動線に合う運用でないと使い続けにくいため、地域別の影響を確認してから判断してほしいです。 補足として、制度変更の前後で負担がどう変わるかを比べられる資料が必要です。,手続き懸念,子育て中の保護者,Webフォーム
224,条件付きで賛成です。地域住民への事前説明、景観への配慮、防災対策、撤去費用の確保が確認できるなら、子どもの未来のためにも進めてよいと思います。 子育て中の保護者からは、初めて制度を調べた人からも、利用する時間帯や曜日で困り方が変わるため、試行期間を設けて利用者の声を再確認してほしいです。 補足として、制度変更の前後で負担がどう変わるかを比べられる資料が必要です。,条件付き賛成,子育て中の保護者,説明会
225,施設ができた後の管理体制が曖昧だと不安です。草木の管理、設備点検、苦情対応の窓口などを決め、長期的に責任を持つ仕組みを示してください。 子育て中の保護者からは、平日昼間に動きづらい人からも、情報の届き方に個人差があるため、対象者に届く案内方法も合わせて検討してほしいです。 補足として、制度変更の前後で負担がどう変わるかを比べられる資料が必要です。,慎重,子育て中の保護者,紙提出
226,学校や公共施設の屋根を活用するような再エネ導入には賛成です。新しく自然を壊す前に、既存の建物や遊休地を優先して使う方針にしてほしいです。 子育て中の保護者からは、地域活動に関わる人からも、費用負担と手続きの分かりやすさが利用を左右するため、必要な人が使えなくならないよう段階的に見直してほしいです。 補足として、制度変更の前後で負担がどう変わるかを比べられる資料が必要です。,賛成,子育て中の保護者,Webフォーム
227,地域の合意がないまま大規模施設を進めることには慎重であるべきです。子どもたちが暮らし続ける町なので、住民の不安を軽く扱わないでください。 子育て中の保護者からは、同じ立場の利用者からも、地区ごとの距離や交通手段の違いが大きいため、利用実績だけでなく困っている人の声も判断材料にしてほしいです。 補足として、制度変更の前後で負担がどう変わるかを比べられる資料が必要です。,慎重,子育て中の保護者,説明会
228,再生可能エネルギーを地域の学びにつなげられると良いと思います。発電量や環境効果を学校でも知れるようにし、子どもが考える機会を作ってください。 子育て中の保護者からは、別の地区の回答でも、急な予定変更に対応できるかが重要なため、変更後の問い合わせ先と代替手段を分かりやすく示してほしいです。 補足として、制度変更の前後で負担がどう変わるかを比べられる資料が必要です。,賛成,子育て中の保護者,Webフォーム
229,商店街で観光客を迎える立場として、再生可能エネルギーの推進自体には賛成です。ただし山並みや海辺の景観を損なわない配置計画を丁寧に示してほしいです。 地元商店主・観光業関係者からは、説明会後の意見としても、家族に頼れない場合の選択肢が必要なため、関係する部署や地域団体と連携して改善してほしいです。 補足として、制度変更の前後で負担がどう変わるかを比べられる資料が必要です。,条件付き賛成,地元商店主・観光業関係者,Webフォーム
230,災害時に地域で電力を確保できる仕組みは重要だと思います。施設整備とあわせて避難所や商店への非常用電源供給など、地元に見える利点を明確にしてください。 地元商店主・観光業関係者からは、家族や支援者の視点でも、窓口、紙、Webのどれでも確認できることが大切なため、具体的な運用条件まで示してほしいです。 補足として、制度変更の前後で負担がどう変わるかを比べられる資料が必要です。,賛成,地元商店主・観光業関係者,説明会
231,観光地としての魅力は景色と暮らしの雰囲気に支えられています。発電施設が必要でも、主要道路や展望場所からの見え方を事前に確認し、住民に説明してほしいです。 地元商店主・観光業関係者からは、日常的に利用する人からも、実際の生活動線に合う運用でないと使い続けにくいため、地域別の影響を確認してから判断してほしいです。 補足として、制度変更の前後で負担がどう変わるかを比べられる資料が必要です。,慎重,地元商店主・観光業関係者,紙提出
232,地元経済に資する事業であれば前向きに受け止めます。工事や維持管理で地域業者を活用し、雇用や仕入れが町内に循環する仕組みを条件にしていただきたいです。 地元商店主・観光業関係者からは、初めて制度を調べた人からも、利用する時間帯や曜日で困り方が変わるため、試行期間を設けて利用者の声を再確認してほしいです。 補足として、制度変更の前後で負担がどう変わるかを比べられる資料が必要です。,条件付き賛成,地元商店主・観光業関係者,Webフォーム
233,再エネ導入は時代の流れとして理解できますが、土砂災害や水害の危険がある場所への設置には慎重であるべきです。安全性の根拠を公開してください。 地元商店主・観光業関係者からは、平日昼間に動きづらい人からも、情報の届き方に個人差があるため、対象者に届く案内方法も合わせて検討してほしいです。 補足として、制度変更の前後で負担がどう変わるかを比べられる資料が必要です。,慎重,地元商店主・観光業関係者,Webフォーム
234,観光業では「この町らしい景観」が大切な商品です。施設の規模や色、フェンス、管理道路まで含め、周辺環境になじむ設計を求めます。 地元商店主・観光業関係者からは、地域活動に関わる人からも、費用負担と手続きの分かりやすさが利用を左右するため、必要な人が使えなくならないよう段階的に見直してほしいです。 補足として、制度変更の前後で負担がどう変わるかを比べられる資料が必要です。,慎重,地元商店主・観光業関係者,説明会
235,電気代や燃料費の高騰で商売も厳しく、地域で電力を生み出す考えには期待しています。住民や事業者が参加できる地域還元型の制度を検討してください。 地元商店主・観光業関係者からは、同じ立場の利用者からも、地区ごとの距離や交通手段の違いが大きいため、利用実績だけでなく困っている人の声も判断材料にしてほしいです。 補足として、制度変更の前後で負担がどう変わるかを比べられる資料が必要です。,賛成,地元商店主・観光業関係者,Webフォーム
236,事業者の説明会が一度だけでは、商店主や観光関係者の不安は解消されません。計画変更時も含め、継続的に説明し意見を反映する場を設けてください。 地元商店主・観光業関係者からは、別の地区の回答でも、急な予定変更に対応できるかが重要なため、変更後の問い合わせ先と代替手段を分かりやすく示してほしいです。 補足として、制度変更の前後で負担がどう変わるかを比べられる資料が必要です。,手続き懸念,地元商店主・観光業関係者,説明会
237,自然環境を守りながら再エネを進めるなら賛成です。鳥類、森林、水源への影響調査を形だけで終わらせず、結果と対策を分かりやすく公表してください。 地元商店主・観光業関係者からは、説明会後の意見としても、家族に頼れない場合の選択肢が必要なため、関係する部署や地域団体と連携して改善してほしいです。 補足として、制度変更の前後で負担がどう変わるかを比べられる資料が必要です。,条件付き賛成,地元商店主・観光業関係者,紙提出
238,施設ができた後の管理責任が曖昧だと、景観悪化や災害時の危険につながります。撤去費用、老朽化対策、連絡窓口を事前に明確にしてほしいです。 地元商店主・観光業関係者からは、家族や支援者の視点でも、窓口、紙、Webのどれでも確認できることが大切なため、具体的な運用条件まで示してほしいです。 補足として、制度変更の前後で負担がどう変わるかを比べられる資料が必要です。,慎重,地元商店主・観光業関係者,Webフォーム
239,町の将来を考えると再生可能エネルギーは必要ですが、観光資源を失っては本末転倒です。適地を選び、無理な大規模開発は避けるべきだと思います。 地元商店主・観光業関係者からは、日常的に利用する人からも、実際の生活動線に合う運用でないと使い続けにくいため、地域別の影響を確認してから判断してほしいです。 補足として、制度変更の前後で負担がどう変わるかを比べられる資料が必要です。,条件付き賛成,地元商店主・観光業関係者,Webフォーム
240,地域外の事業者だけが利益を得る形には納得しにくいです。売電収益の一部を防災、景観保全、商店街活性化に還元する仕組みを条件にしてください。 地元商店主・観光業関係者からは、初めて制度を調べた人からも、利用する時間帯や曜日で困り方が変わるため、試行期間を設けて利用者の声を再確認してほしいです。 補足として、制度変更の前後で負担がどう変わるかを比べられる資料が必要です。,条件付き賛成,地元商店主・観光業関係者,紙提出
241,再生可能エネルギーの導入自体には賛成ですが、渡り鳥の経路や希少植物の生育地を事前に丁寧に調べ、影響が確認された区域は計画から外してほしいです。 環境保全団体・自然観察者からは、平日昼間に動きづらい人からも、情報の届き方に個人差があるため、対象者に届く案内方法も合わせて検討してほしいです。 補足として、制度変更の前後で負担がどう変わるかを比べられる資料が必要です。,条件付き賛成,環境保全団体・自然観察者,Webフォーム
242,山林を大きく造成する発電施設は、土砂災害や濁水の発生が心配です。防災面の評価を住民に分かる形で示したうえで判断すべきだと思います。 環境保全団体・自然観察者からは、地域活動に関わる人からも、費用負担と手続きの分かりやすさが利用を左右するため、必要な人が使えなくならないよう段階的に見直してほしいです。 補足として、制度変更の前後で負担がどう変わるかを比べられる資料が必要です。,慎重,環境保全団体・自然観察者,紙提出
243,地域の脱炭素化は進めるべきですが、景観や里山の生態系を犠牲にしてよいとは思いません。既存施設や遊休地の活用を優先してください。 環境保全団体・自然観察者からは、同じ立場の利用者からも、地区ごとの距離や交通手段の違いが大きいため、利用実績だけでなく困っている人の声も判断材料にしてほしいです。 補足として、制度変更の前後で負担がどう変わるかを比べられる資料が必要です。,条件付き賛成,環境保全団体・自然観察者,Webフォーム
244,発電事業による地域経済への効果があるなら、雇用や維持管理を地元に開く仕組みを明確にし、利益が地域外に流れるだけにならないよう求めます。 環境保全団体・自然観察者からは、別の地区の回答でも、急な予定変更に対応できるかが重要なため、変更後の問い合わせ先と代替手段を分かりやすく示してほしいです。 補足として、制度変更の前後で負担がどう変わるかを比べられる資料が必要です。,条件付き賛成,環境保全団体・自然観察者,説明会
245,自然観察を続けている者として、計画地周辺には季節ごとに多様な鳥や昆虫が見られます。単年度調査だけでなく、複数年の環境調査が必要です。 環境保全団体・自然観察者からは、説明会後の意見としても、家族に頼れない場合の選択肢が必要なため、関係する部署や地域団体と連携して改善してほしいです。 補足として、制度変更の前後で負担がどう変わるかを比べられる資料が必要です。,慎重,環境保全団体・自然観察者,Webフォーム
246,施設の設置に条件付きで賛成します。災害時の電力供給や地域還元策を具体化し、撤去費用の積立と原状回復の責任を事業者に義務付けてください。 環境保全団体・自然観察者からは、家族や支援者の視点でも、窓口、紙、Webのどれでも確認できることが大切なため、具体的な運用条件まで示してほしいです。 補足として、制度変更の前後で負担がどう変わるかを比べられる資料が必要です。,条件付き賛成,環境保全団体・自然観察者,説明会
247,住民説明会の資料が専門的すぎると、地域の人が判断できません。騒音、反射光、排水、景観変化などを図や写真で分かりやすく説明してほしいです。 環境保全団体・自然観察者からは、日常的に利用する人からも、実際の生活動線に合う運用でないと使い続けにくいため、地域別の影響を確認してから判断してほしいです。 補足として、制度変更の前後で負担がどう変わるかを比べられる資料が必要です。,説明不足,環境保全団体・自然観察者,Webフォーム
248,再エネ推進は重要ですが、保安林や水源涵養に関わる場所での開発には慎重であるべきです。短期的な発電量より、流域全体の安全を重視してください。 環境保全団体・自然観察者からは、初めて制度を調べた人からも、利用する時間帯や曜日で困り方が変わるため、試行期間を設けて利用者の声を再確認してほしいです。 補足として、制度変更の前後で負担がどう変わるかを比べられる資料が必要です。,慎重,環境保全団体・自然観察者,紙提出
249,子どもたちに豊かな自然を残すためにも、再生可能エネルギーは必要です。ただし、自然を壊して進めるのではなく、地域と共存する小規模分散型を望みます。 環境保全団体・自然観察者からは、平日昼間に動きづらい人からも、情報の届き方に個人差があるため、対象者に届く案内方法も合わせて検討してほしいです。 補足として、制度変更の前後で負担がどう変わるかを比べられる資料が必要です。,条件付き賛成,環境保全団体・自然観察者,Webフォーム
250,工事中の車両増加や騒音が、野生動物や近隣生活に与える影響も軽視できません。施工時期や作業時間に配慮し、苦情対応窓口を設けてください。 環境保全団体・自然観察者からは、地域活動に関わる人からも、費用負担と手続きの分かりやすさが利用を左右するため、必要な人が使えなくならないよう段階的に見直してほしいです。 補足として、制度変更の前後で負担がどう変わるかを比べられる資料が必要です。,慎重,環境保全団体・自然観察者,説明会
251,事業開始後も環境影響を継続的に監視し、鳥類の衝突や排水異常が出た場合は運転停止を含む対策を取る制度が必要だと考えます。 環境保全団体・自然観察者からは、同じ立場の利用者からも、地区ごとの距離や交通手段の違いが大きいため、利用実績だけでなく困っている人の声も判断材料にしてほしいです。 補足として、制度変更の前後で負担がどう変わるかを比べられる資料が必要です。,慎重,環境保全団体・自然観察者,Webフォーム
252,計画の是非を判断するには、発電量や収益だけでなく、景観、防災、生物多様性、地域負担を総合的に比較した資料を公開してほしいです。 環境保全団体・自然観察者からは、別の地区の回答でも、急な予定変更に対応できるかが重要なため、変更後の問い合わせ先と代替手段を分かりやすく示してほしいです。 補足として、制度変更の前後で負担がどう変わるかを比べられる資料が必要です。,説明不足,環境保全団体・自然観察者,紙提出
253,子どもたちの将来を考えると再生可能エネルギーの導入自体は賛成です。ただ、通学路や住宅地に近い場所では騒音や安全面を丁寧に確認してほしいです。 子育て中の保護者からは、地域活動に関わる人からも、費用負担と手続きの分かりやすさが利用を左右するため、必要な人が使えなくならないよう段階的に見直してほしいです。 補足として、地区ごとの実情を一律に扱わないでほしいです。,条件付き賛成,子育て中の保護者,Webフォーム
254,景観が大きく変わる計画には少し不安があります。地域の山並みや田園風景は子どもに残したい財産なので、設置場所や高さの基準を明確にしてください。 子育て中の保護者からは、同じ立場の利用者からも、地区ごとの距離や交通手段の違いが大きいため、利用実績だけでなく困っている人の声も判断材料にしてほしいです。 補足として、地区ごとの実情を一律に扱わないでほしいです。,慎重,子育て中の保護者,Webフォーム
255,災害時に地域で使える電源になるなら前向きに考えたいです。停電時に避難所や学校へ電力を供給できる仕組みまで計画に入れてほしいです。 子育て中の保護者からは、別の地区の回答でも、急な予定変更に対応できるかが重要なため、変更後の問い合わせ先と代替手段を分かりやすく示してほしいです。 補足として、地区ごとの実情を一律に扱わないでほしいです。,条件付き賛成,子育て中の保護者,説明会
