id,comment,position,stakeholder,channel
250,近隣自治体との比較だけでなく、施設の稼働率や利用目的ごとの影響も示してほしいです。（同種意見 21）,説明不足,市民団体,紙提出
251,意見募集期間が短く、利用団体内で十分に話し合う時間がありませんでした。（同種意見 21）,手続き懸念,地域団体,説明会
252,現行案だけでなく、段階導入案や時間帯別料金案など複数案を比較できると判断しやすいです。（同種意見 21）,代替案提案,一般利用者,Webフォーム
253,施設の老朽化が進んでいるので、維持管理費の一部を利用者が負担する考え方自体は理解できます。（同種意見 22）,条件付き賛成,一般利用者,Webフォーム
254,無料に近い料金のままでは将来の修繕費が不足すると思うので、根拠を示した上で見直すべきです。（同種意見 22）,賛成,一般利用者,紙提出
255,一度に倍近く上がると、定期利用している団体は活動回数を減らさざるを得ません。（同種意見 22）,反対,市民団体,Webフォーム
256,値上げする場合でも、初年度は小幅にして段階的に移行する方法を検討してほしいです。（同種意見 22）,条件付き賛成,地域団体,説明会
257,子育てサークルは参加費を低く抑えているため、部屋代が上がると参加者負担に直結します。（同種意見 22）,反対,子育て団体,Webフォーム
258,地域の自主活動まで同じ料金体系にすると、住民同士の交流の場が減るのではないでしょうか。（同種意見 22）,反対,自治会,紙提出
259,高齢者の体操教室は健康づくりにもつながるので、減免の対象として残してほしいです。（同種意見 22）,条件付き賛成,高齢者団体,説明会
260,低所得の方も使える公共施設であるため、所得や活動目的に応じた配慮が必要です。（同種意見 22）,条件付き賛成,支援団体,Webフォーム
261,なぜこの金額になるのか、算定式や維持管理費の内訳が資料からは分かりません。（同種意見 22）,説明不足,一般利用者,Webフォーム
262,近隣自治体との比較だけでなく、施設の稼働率や利用目的ごとの影響も示してほしいです。（同種意見 22）,説明不足,市民団体,紙提出
263,意見募集期間が短く、利用団体内で十分に話し合う時間がありませんでした。（同種意見 22）,手続き懸念,地域団体,説明会
264,現行案だけでなく、段階導入案や時間帯別料金案など複数案を比較できると判断しやすいです。（同種意見 22）,代替案提案,一般利用者,Webフォーム
265,施設の老朽化が進んでいるので、維持管理費の一部を利用者が負担する考え方自体は理解できます。（同種意見 23）,条件付き賛成,一般利用者,Webフォーム
266,無料に近い料金のままでは将来の修繕費が不足すると思うので、根拠を示した上で見直すべきです。（同種意見 23）,賛成,一般利用者,紙提出
267,一度に倍近く上がると、定期利用している団体は活動回数を減らさざるを得ません。（同種意見 23）,反対,市民団体,Webフォーム
268,値上げする場合でも、初年度は小幅にして段階的に移行する方法を検討してほしいです。（同種意見 23）,条件付き賛成,地域団体,説明会
269,子育てサークルは参加費を低く抑えているため、部屋代が上がると参加者負担に直結します。（同種意見 23）,反対,子育て団体,Webフォーム
270,地域の自主活動まで同じ料金体系にすると、住民同士の交流の場が減るのではないでしょうか。（同種意見 23）,反対,自治会,紙提出
271,高齢者の体操教室は健康づくりにもつながるので、減免の対象として残してほしいです。（同種意見 23）,条件付き賛成,高齢者団体,説明会
272,低所得の方も使える公共施設であるため、所得や活動目的に応じた配慮が必要です。（同種意見 23）,条件付き賛成,支援団体,Webフォーム
273,なぜこの金額になるのか、算定式や維持管理費の内訳が資料からは分かりません。（同種意見 23）,説明不足,一般利用者,Webフォーム
274,近隣自治体との比較だけでなく、施設の稼働率や利用目的ごとの影響も示してほしいです。（同種意見 23）,説明不足,市民団体,紙提出
275,意見募集期間が短く、利用団体内で十分に話し合う時間がありませんでした。（同種意見 23）,手続き懸念,地域団体,説明会
276,現行案だけでなく、段階導入案や時間帯別料金案など複数案を比較できると判断しやすいです。（同種意見 23）,代替案提案,一般利用者,Webフォーム
277,施設の老朽化が進んでいるので、維持管理費の一部を利用者が負担する考え方自体は理解できます。（同種意見 24）,条件付き賛成,一般利用者,Webフォーム
278,無料に近い料金のままでは将来の修繕費が不足すると思うので、根拠を示した上で見直すべきです。（同種意見 24）,賛成,一般利用者,紙提出
279,一度に倍近く上がると、定期利用している団体は活動回数を減らさざるを得ません。（同種意見 24）,反対,市民団体,Webフォーム
280,値上げする場合でも、初年度は小幅にして段階的に移行する方法を検討してほしいです。（同種意見 24）,条件付き賛成,地域団体,説明会
281,子育てサークルは参加費を低く抑えているため、部屋代が上がると参加者負担に直結します。（同種意見 24）,反対,子育て団体,Webフォーム
282,地域の自主活動まで同じ料金体系にすると、住民同士の交流の場が減るのではないでしょうか。（同種意見 24）,反対,自治会,紙提出
283,高齢者の体操教室は健康づくりにもつながるので、減免の対象として残してほしいです。（同種意見 24）,条件付き賛成,高齢者団体,説明会
284,低所得の方も使える公共施設であるため、所得や活動目的に応じた配慮が必要です。（同種意見 24）,条件付き賛成,支援団体,Webフォーム
285,なぜこの金額になるのか、算定式や維持管理費の内訳が資料からは分かりません。（同種意見 24）,説明不足,一般利用者,Webフォーム
286,近隣自治体との比較だけでなく、施設の稼働率や利用目的ごとの影響も示してほしいです。（同種意見 24）,説明不足,市民団体,紙提出
287,意見募集期間が短く、利用団体内で十分に話し合う時間がありませんでした。（同種意見 24）,手続き懸念,地域団体,説明会
288,現行案だけでなく、段階導入案や時間帯別料金案など複数案を比較できると判断しやすいです。（同種意見 24）,代替案提案,一般利用者,Webフォーム
289,施設の老朽化が進んでいるので、維持管理費の一部を利用者が負担する考え方自体は理解できます。（同種意見 25）,条件付き賛成,一般利用者,Webフォーム
290,無料に近い料金のままでは将来の修繕費が不足すると思うので、根拠を示した上で見直すべきです。（同種意見 25）,賛成,一般利用者,紙提出
291,一度に倍近く上がると、定期利用している団体は活動回数を減らさざるを得ません。（同種意見 25）,反対,市民団体,Webフォーム
292,値上げする場合でも、初年度は小幅にして段階的に移行する方法を検討してほしいです。（同種意見 25）,条件付き賛成,地域団体,説明会
293,子育てサークルは参加費を低く抑えているため、部屋代が上がると参加者負担に直結します。（同種意見 25）,反対,子育て団体,Webフォーム
294,地域の自主活動まで同じ料金体系にすると、住民同士の交流の場が減るのではないでしょうか。（同種意見 25）,反対,自治会,紙提出
295,高齢者の体操教室は健康づくりにもつながるので、減免の対象として残してほしいです。（同種意見 25）,条件付き賛成,高齢者団体,説明会
296,低所得の方も使える公共施設であるため、所得や活動目的に応じた配慮が必要です。（同種意見 25）,条件付き賛成,支援団体,Webフォーム
297,なぜこの金額になるのか、算定式や維持管理費の内訳が資料からは分かりません。（同種意見 25）,説明不足,一般利用者,Webフォーム
298,近隣自治体との比較だけでなく、施設の稼働率や利用目的ごとの影響も示してほしいです。（同種意見 25）,説明不足,市民団体,紙提出
299,意見募集期間が短く、利用団体内で十分に話し合う時間がありませんでした。（同種意見 25）,手続き懸念,地域団体,説明会
300,現行案だけでなく、段階導入案や時間帯別料金案など複数案を比較できると判断しやすいです。（同種意見 25）,代替案提案,一般利用者,Webフォーム
301,施設の老朽化が進んでいるので、維持管理費の一部を利用者が負担する考え方自体は理解できます。（同種意見 26）,条件付き賛成,一般利用者,Webフォーム
302,無料に近い料金のままでは将来の修繕費が不足すると思うので、根拠を示した上で見直すべきです。（同種意見 26）,賛成,一般利用者,紙提出
303,一度に倍近く上がると、定期利用している団体は活動回数を減らさざるを得ません。（同種意見 26）,反対,市民団体,Webフォーム
304,値上げする場合でも、初年度は小幅にして段階的に移行する方法を検討してほしいです。（同種意見 26）,条件付き賛成,地域団体,説明会
305,子育てサークルは参加費を低く抑えているため、部屋代が上がると参加者負担に直結します。（同種意見 26）,反対,子育て団体,Webフォーム
306,地域の自主活動まで同じ料金体系にすると、住民同士の交流の場が減るのではないでしょうか。（同種意見 26）,反対,自治会,紙提出
307,高齢者の体操教室は健康づくりにもつながるので、減免の対象として残してほしいです。（同種意見 26）,条件付き賛成,高齢者団体,説明会
308,低所得の方も使える公共施設であるため、所得や活動目的に応じた配慮が必要です。（同種意見 26）,条件付き賛成,支援団体,Webフォーム
309,なぜこの金額になるのか、算定式や維持管理費の内訳が資料からは分かりません。（同種意見 26）,説明不足,一般利用者,Webフォーム
310,近隣自治体との比較だけでなく、施設の稼働率や利用目的ごとの影響も示してほしいです。（同種意見 26）,説明不足,市民団体,紙提出
311,意見募集期間が短く、利用団体内で十分に話し合う時間がありませんでした。（同種意見 26）,手続き懸念,地域団体,説明会
312,現行案だけでなく、段階導入案や時間帯別料金案など複数案を比較できると判断しやすいです。（同種意見 26）,代替案提案,一般利用者,Webフォーム
313,施設の老朽化が進んでいるので、維持管理費の一部を利用者が負担する考え方自体は理解できます。（同種意見 27）,条件付き賛成,一般利用者,Webフォーム
314,無料に近い料金のままでは将来の修繕費が不足すると思うので、根拠を示した上で見直すべきです。（同種意見 27）,賛成,一般利用者,紙提出
315,一度に倍近く上がると、定期利用している団体は活動回数を減らさざるを得ません。（同種意見 27）,反対,市民団体,Webフォーム
316,値上げする場合でも、初年度は小幅にして段階的に移行する方法を検討してほしいです。（同種意見 27）,条件付き賛成,地域団体,説明会
317,子育てサークルは参加費を低く抑えているため、部屋代が上がると参加者負担に直結します。（同種意見 27）,反対,子育て団体,Webフォーム
318,地域の自主活動まで同じ料金体系にすると、住民同士の交流の場が減るのではないでしょうか。（同種意見 27）,反対,自治会,紙提出
319,高齢者の体操教室は健康づくりにもつながるので、減免の対象として残してほしいです。（同種意見 27）,条件付き賛成,高齢者団体,説明会
320,低所得の方も使える公共施設であるため、所得や活動目的に応じた配慮が必要です。（同種意見 27）,条件付き賛成,支援団体,Webフォーム
321,なぜこの金額になるのか、算定式や維持管理費の内訳が資料からは分かりません。（同種意見 27）,説明不足,一般利用者,Webフォーム
322,近隣自治体との比較だけでなく、施設の稼働率や利用目的ごとの影響も示してほしいです。（同種意見 27）,説明不足,市民団体,紙提出
323,意見募集期間が短く、利用団体内で十分に話し合う時間がありませんでした。（同種意見 27）,手続き懸念,地域団体,説明会
324,現行案だけでなく、段階導入案や時間帯別料金案など複数案を比較できると判断しやすいです。（同種意見 27）,代替案提案,一般利用者,Webフォーム
325,施設の老朽化が進んでいるので、維持管理費の一部を利用者が負担する考え方自体は理解できます。（同種意見 28）,条件付き賛成,一般利用者,Webフォーム
326,無料に近い料金のままでは将来の修繕費が不足すると思うので、根拠を示した上で見直すべきです。（同種意見 28）,賛成,一般利用者,紙提出
327,一度に倍近く上がると、定期利用している団体は活動回数を減らさざるを得ません。（同種意見 28）,反対,市民団体,Webフォーム
328,値上げする場合でも、初年度は小幅にして段階的に移行する方法を検討してほしいです。（同種意見 28）,条件付き賛成,地域団体,説明会
329,子育てサークルは参加費を低く抑えているため、部屋代が上がると参加者負担に直結します。（同種意見 28）,反対,子育て団体,Webフォーム
330,地域の自主活動まで同じ料金体系にすると、住民同士の交流の場が減るのではないでしょうか。（同種意見 28）,反対,自治会,紙提出
331,高齢者の体操教室は健康づくりにもつながるので、減免の対象として残してほしいです。（同種意見 28）,条件付き賛成,高齢者団体,説明会
332,低所得の方も使える公共施設であるため、所得や活動目的に応じた配慮が必要です。（同種意見 28）,条件付き賛成,支援団体,Webフォーム
333,なぜこの金額になるのか、算定式や維持管理費の内訳が資料からは分かりません。（同種意見 28）,説明不足,一般利用者,Webフォーム
334,近隣自治体との比較だけでなく、施設の稼働率や利用目的ごとの影響も示してほしいです。（同種意見 28）,説明不足,市民団体,紙提出
335,意見募集期間が短く、利用団体内で十分に話し合う時間がありませんでした。（同種意見 28）,手続き懸念,地域団体,説明会
336,現行案だけでなく、段階導入案や時間帯別料金案など複数案を比較できると判断しやすいです。（同種意見 28）,代替案提案,一般利用者,Webフォーム
337,施設の老朽化が進んでいるので、維持管理費の一部を利用者が負担する考え方自体は理解できます。（同種意見 29）,条件付き賛成,一般利用者,Webフォーム
338,無料に近い料金のままでは将来の修繕費が不足すると思うので、根拠を示した上で見直すべきです。（同種意見 29）,賛成,一般利用者,紙提出
339,一度に倍近く上がると、定期利用している団体は活動回数を減らさざるを得ません。（同種意見 29）,反対,市民団体,Webフォーム
340,値上げする場合でも、初年度は小幅にして段階的に移行する方法を検討してほしいです。（同種意見 29）,条件付き賛成,地域団体,説明会
341,子育てサークルは参加費を低く抑えているため、部屋代が上がると参加者負担に直結します。（同種意見 29）,反対,子育て団体,Webフォーム
342,地域の自主活動まで同じ料金体系にすると、住民同士の交流の場が減るのではないでしょうか。（同種意見 29）,反対,自治会,紙提出
343,高齢者の体操教室は健康づくりにもつながるので、減免の対象として残してほしいです。（同種意見 29）,条件付き賛成,高齢者団体,説明会
344,低所得の方も使える公共施設であるため、所得や活動目的に応じた配慮が必要です。（同種意見 29）,条件付き賛成,支援団体,Webフォーム
345,なぜこの金額になるのか、算定式や維持管理費の内訳が資料からは分かりません。（同種意見 29）,説明不足,一般利用者,Webフォーム
346,近隣自治体との比較だけでなく、施設の稼働率や利用目的ごとの影響も示してほしいです。（同種意見 29）,説明不足,市民団体,紙提出
347,意見募集期間が短く、利用団体内で十分に話し合う時間がありませんでした。（同種意見 29）,手続き懸念,地域団体,説明会
348,現行案だけでなく、段階導入案や時間帯別料金案など複数案を比較できると判断しやすいです。（同種意見 29）,代替案提案,一般利用者,Webフォーム
349,施設の老朽化が進んでいるので、維持管理費の一部を利用者が負担する考え方自体は理解できます。（同種意見 30）,条件付き賛成,一般利用者,Webフォーム
350,無料に近い料金のままでは将来の修繕費が不足すると思うので、根拠を示した上で見直すべきです。（同種意見 30）,賛成,一般利用者,紙提出
351,一度に倍近く上がると、定期利用している団体は活動回数を減らさざるを得ません。（同種意見 30）,反対,市民団体,Webフォーム
352,値上げする場合でも、初年度は小幅にして段階的に移行する方法を検討してほしいです。（同種意見 30）,条件付き賛成,地域団体,説明会
353,子育てサークルは参加費を低く抑えているため、部屋代が上がると参加者負担に直結します。（同種意見 30）,反対,子育て団体,Webフォーム
354,地域の自主活動まで同じ料金体系にすると、住民同士の交流の場が減るのではないでしょうか。（同種意見 30）,反対,自治会,紙提出
355,高齢者の体操教室は健康づくりにもつながるので、減免の対象として残してほしいです。（同種意見 30）,条件付き賛成,高齢者団体,説明会
356,低所得の方も使える公共施設であるため、所得や活動目的に応じた配慮が必要です。（同種意見 30）,条件付き賛成,支援団体,Webフォーム
357,なぜこの金額になるのか、算定式や維持管理費の内訳が資料からは分かりません。（同種意見 30）,説明不足,一般利用者,Webフォーム
358,近隣自治体との比較だけでなく、施設の稼働率や利用目的ごとの影響も示してほしいです。（同種意見 30）,説明不足,市民団体,紙提出
359,意見募集期間が短く、利用団体内で十分に話し合う時間がありませんでした。（同種意見 30）,手続き懸念,地域団体,説明会
360,現行案だけでなく、段階導入案や時間帯別料金案など複数案を比較できると判断しやすいです。（同種意見 30）,代替案提案,一般利用者,Webフォーム
361,施設の老朽化が進んでいるので、維持管理費の一部を利用者が負担する考え方自体は理解できます。（同種意見 31）,条件付き賛成,一般利用者,Webフォーム
362,無料に近い料金のままでは将来の修繕費が不足すると思うので、根拠を示した上で見直すべきです。（同種意見 31）,賛成,一般利用者,紙提出
363,一度に倍近く上がると、定期利用している団体は活動回数を減らさざるを得ません。（同種意見 31）,反対,市民団体,Webフォーム
364,値上げする場合でも、初年度は小幅にして段階的に移行する方法を検討してほしいです。（同種意見 31）,条件付き賛成,地域団体,説明会
365,子育てサークルは参加費を低く抑えているため、部屋代が上がると参加者負担に直結します。（同種意見 31）,反対,子育て団体,Webフォーム
366,地域の自主活動まで同じ料金体系にすると、住民同士の交流の場が減るのではないでしょうか。（同種意見 31）,反対,自治会,紙提出
367,高齢者の体操教室は健康づくりにもつながるので、減免の対象として残してほしいです。（同種意見 31）,条件付き賛成,高齢者団体,説明会
368,低所得の方も使える公共施設であるため、所得や活動目的に応じた配慮が必要です。（同種意見 31）,条件付き賛成,支援団体,Webフォーム
369,なぜこの金額になるのか、算定式や維持管理費の内訳が資料からは分かりません。（同種意見 31）,説明不足,一般利用者,Webフォーム
370,近隣自治体との比較だけでなく、施設の稼働率や利用目的ごとの影響も示してほしいです。（同種意見 31）,説明不足,市民団体,紙提出
371,意見募集期間が短く、利用団体内で十分に話し合う時間がありませんでした。（同種意見 31）,手続き懸念,地域団体,説明会
372,現行案だけでなく、段階導入案や時間帯別料金案など複数案を比較できると判断しやすいです。（同種意見 31）,代替案提案,一般利用者,Webフォーム
373,施設の老朽化が進んでいるので、維持管理費の一部を利用者が負担する考え方自体は理解できます。（同種意見 32）,条件付き賛成,一般利用者,Webフォーム
374,無料に近い料金のままでは将来の修繕費が不足すると思うので、根拠を示した上で見直すべきです。（同種意見 32）,賛成,一般利用者,紙提出
375,一度に倍近く上がると、定期利用している団体は活動回数を減らさざるを得ません。（同種意見 32）,反対,市民団体,Webフォーム
376,値上げする場合でも、初年度は小幅にして段階的に移行する方法を検討してほしいです。（同種意見 32）,条件付き賛成,地域団体,説明会
377,子育てサークルは参加費を低く抑えているため、部屋代が上がると参加者負担に直結します。（同種意見 32）,反対,子育て団体,Webフォーム
378,地域の自主活動まで同じ料金体系にすると、住民同士の交流の場が減るのではないでしょうか。（同種意見 32）,反対,自治会,紙提出
379,高齢者の体操教室は健康づくりにもつながるので、減免の対象として残してほしいです。（同種意見 32）,条件付き賛成,高齢者団体,説明会
380,低所得の方も使える公共施設であるため、所得や活動目的に応じた配慮が必要です。（同種意見 32）,条件付き賛成,支援団体,Webフォーム
381,なぜこの金額になるのか、算定式や維持管理費の内訳が資料からは分かりません。（同種意見 32）,説明不足,一般利用者,Webフォーム
382,近隣自治体との比較だけでなく、施設の稼働率や利用目的ごとの影響も示してほしいです。（同種意見 32）,説明不足,市民団体,紙提出
383,意見募集期間が短く、利用団体内で十分に話し合う時間がありませんでした。（同種意見 32）,手続き懸念,地域団体,説明会
384,現行案だけでなく、段階導入案や時間帯別料金案など複数案を比較できると判断しやすいです。（同種意見 32）,代替案提案,一般利用者,Webフォーム
385,施設の老朽化が進んでいるので、維持管理費の一部を利用者が負担する考え方自体は理解できます。（同種意見 33）,条件付き賛成,一般利用者,Webフォーム
386,無料に近い料金のままでは将来の修繕費が不足すると思うので、根拠を示した上で見直すべきです。（同種意見 33）,賛成,一般利用者,紙提出
387,一度に倍近く上がると、定期利用している団体は活動回数を減らさざるを得ません。（同種意見 33）,反対,市民団体,Webフォーム
388,値上げする場合でも、初年度は小幅にして段階的に移行する方法を検討してほしいです。（同種意見 33）,条件付き賛成,地域団体,説明会
389,子育てサークルは参加費を低く抑えているため、部屋代が上がると参加者負担に直結します。（同種意見 33）,反対,子育て団体,Webフォーム
390,地域の自主活動まで同じ料金体系にすると、住民同士の交流の場が減るのではないでしょうか。（同種意見 33）,反対,自治会,紙提出
391,高齢者の体操教室は健康づくりにもつながるので、減免の対象として残してほしいです。（同種意見 33）,条件付き賛成,高齢者団体,説明会
392,低所得の方も使える公共施設であるため、所得や活動目的に応じた配慮が必要です。（同種意見 33）,条件付き賛成,支援団体,Webフォーム
393,なぜこの金額になるのか、算定式や維持管理費の内訳が資料からは分かりません。（同種意見 33）,説明不足,一般利用者,Webフォーム
394,近隣自治体との比較だけでなく、施設の稼働率や利用目的ごとの影響も示してほしいです。（同種意見 33）,説明不足,市民団体,紙提出
395,意見募集期間が短く、利用団体内で十分に話し合う時間がありませんでした。（同種意見 33）,手続き懸念,地域団体,説明会
396,現行案だけでなく、段階導入案や時間帯別料金案など複数案を比較できると判断しやすいです。（同種意見 33）,代替案提案,一般利用者,Webフォーム
397,施設の老朽化が進んでいるので、維持管理費の一部を利用者が負担する考え方自体は理解できます。（同種意見 34）,条件付き賛成,一般利用者,Webフォーム
398,無料に近い料金のままでは将来の修繕費が不足すると思うので、根拠を示した上で見直すべきです。（同種意見 34）,賛成,一般利用者,紙提出
399,一度に倍近く上がると、定期利用している団体は活動回数を減らさざるを得ません。（同種意見 34）,反対,市民団体,Webフォーム
400,値上げする場合でも、初年度は小幅にして段階的に移行する方法を検討してほしいです。（同種意見 34）,条件付き賛成,地域団体,説明会
401,子育てサークルは参加費を低く抑えているため、部屋代が上がると参加者負担に直結します。（同種意見 34）,反対,子育て団体,Webフォーム
402,地域の自主活動まで同じ料金体系にすると、住民同士の交流の場が減るのではないでしょうか。（同種意見 34）,反対,自治会,紙提出
403,高齢者の体操教室は健康づくりにもつながるので、減免の対象として残してほしいです。（同種意見 34）,条件付き賛成,高齢者団体,説明会
404,低所得の方も使える公共施設であるため、所得や活動目的に応じた配慮が必要です。（同種意見 34）,条件付き賛成,支援団体,Webフォーム
405,なぜこの金額になるのか、算定式や維持管理費の内訳が資料からは分かりません。（同種意見 34）,説明不足,一般利用者,Webフォーム
406,近隣自治体との比較だけでなく、施設の稼働率や利用目的ごとの影響も示してほしいです。（同種意見 34）,説明不足,市民団体,紙提出
407,意見募集期間が短く、利用団体内で十分に話し合う時間がありませんでした。（同種意見 34）,手続き懸念,地域団体,説明会
408,現行案だけでなく、段階導入案や時間帯別料金案など複数案を比較できると判断しやすいです。（同種意見 34）,代替案提案,一般利用者,Webフォーム
409,施設の老朽化が進んでいるので、維持管理費の一部を利用者が負担する考え方自体は理解できます。（同種意見 35）,条件付き賛成,一般利用者,Webフォーム
410,無料に近い料金のままでは将来の修繕費が不足すると思うので、根拠を示した上で見直すべきです。（同種意見 35）,賛成,一般利用者,紙提出
411,一度に倍近く上がると、定期利用している団体は活動回数を減らさざるを得ません。（同種意見 35）,反対,市民団体,Webフォーム
412,値上げする場合でも、初年度は小幅にして段階的に移行する方法を検討してほしいです。（同種意見 35）,条件付き賛成,地域団体,説明会
413,子育てサークルは参加費を低く抑えているため、部屋代が上がると参加者負担に直結します。（同種意見 35）,反対,子育て団体,Webフォーム
414,地域の自主活動まで同じ料金体系にすると、住民同士の交流の場が減るのではないでしょうか。（同種意見 35）,反対,自治会,紙提出
415,高齢者の体操教室は健康づくりにもつながるので、減免の対象として残してほしいです。（同種意見 35）,条件付き賛成,高齢者団体,説明会
416,低所得の方も使える公共施設であるため、所得や活動目的に応じた配慮が必要です。（同種意見 35）,条件付き賛成,支援団体,Webフォーム
417,なぜこの金額になるのか、算定式や維持管理費の内訳が資料からは分かりません。（同種意見 35）,説明不足,一般利用者,Webフォーム
418,近隣自治体との比較だけでなく、施設の稼働率や利用目的ごとの影響も示してほしいです。（同種意見 35）,説明不足,市民団体,紙提出
419,意見募集期間が短く、利用団体内で十分に話し合う時間がありませんでした。（同種意見 35）,手続き懸念,地域団体,説明会
420,現行案だけでなく、段階導入案や時間帯別料金案など複数案を比較できると判断しやすいです。（同種意見 35）,代替案提案,一般利用者,Webフォーム
421,施設の老朽化が進んでいるので、維持管理費の一部を利用者が負担する考え方自体は理解できます。（同種意見 36）,条件付き賛成,一般利用者,Webフォーム
422,無料に近い料金のままでは将来の修繕費が不足すると思うので、根拠を示した上で見直すべきです。（同種意見 36）,賛成,一般利用者,紙提出
423,一度に倍近く上がると、定期利用している団体は活動回数を減らさざるを得ません。（同種意見 36）,反対,市民団体,Webフォーム
424,値上げする場合でも、初年度は小幅にして段階的に移行する方法を検討してほしいです。（同種意見 36）,条件付き賛成,地域団体,説明会
425,子育てサークルは参加費を低く抑えているため、部屋代が上がると参加者負担に直結します。（同種意見 36）,反対,子育て団体,Webフォーム
426,地域の自主活動まで同じ料金体系にすると、住民同士の交流の場が減るのではないでしょうか。（同種意見 36）,反対,自治会,紙提出
427,高齢者の体操教室は健康づくりにもつながるので、減免の対象として残してほしいです。（同種意見 36）,条件付き賛成,高齢者団体,説明会
428,低所得の方も使える公共施設であるため、所得や活動目的に応じた配慮が必要です。（同種意見 36）,条件付き賛成,支援団体,Webフォーム
429,なぜこの金額になるのか、算定式や維持管理費の内訳が資料からは分かりません。（同種意見 36）,説明不足,一般利用者,Webフォーム
430,近隣自治体との比較だけでなく、施設の稼働率や利用目的ごとの影響も示してほしいです。（同種意見 36）,説明不足,市民団体,紙提出
431,意見募集期間が短く、利用団体内で十分に話し合う時間がありませんでした。（同種意見 36）,手続き懸念,地域団体,説明会
432,現行案だけでなく、段階導入案や時間帯別料金案など複数案を比較できると判断しやすいです。（同種意見 36）,代替案提案,一般利用者,Webフォーム
433,施設の老朽化が進んでいるので、維持管理費の一部を利用者が負担する考え方自体は理解できます。（同種意見 37）,条件付き賛成,一般利用者,Webフォーム
434,無料に近い料金のままでは将来の修繕費が不足すると思うので、根拠を示した上で見直すべきです。（同種意見 37）,賛成,一般利用者,紙提出
435,一度に倍近く上がると、定期利用している団体は活動回数を減らさざるを得ません。（同種意見 37）,反対,市民団体,Webフォーム
436,値上げする場合でも、初年度は小幅にして段階的に移行する方法を検討してほしいです。（同種意見 37）,条件付き賛成,地域団体,説明会
437,子育てサークルは参加費を低く抑えているため、部屋代が上がると参加者負担に直結します。（同種意見 37）,反対,子育て団体,Webフォーム
438,地域の自主活動まで同じ料金体系にすると、住民同士の交流の場が減るのではないでしょうか。（同種意見 37）,反対,自治会,紙提出
439,高齢者の体操教室は健康づくりにもつながるので、減免の対象として残してほしいです。（同種意見 37）,条件付き賛成,高齢者団体,説明会
440,低所得の方も使える公共施設であるため、所得や活動目的に応じた配慮が必要です。（同種意見 37）,条件付き賛成,支援団体,Webフォーム
441,なぜこの金額になるのか、算定式や維持管理費の内訳が資料からは分かりません。（同種意見 37）,説明不足,一般利用者,Webフォーム
442,近隣自治体との比較だけでなく、施設の稼働率や利用目的ごとの影響も示してほしいです。（同種意見 37）,説明不足,市民団体,紙提出
443,意見募集期間が短く、利用団体内で十分に話し合う時間がありませんでした。（同種意見 37）,手続き懸念,地域団体,説明会
444,現行案だけでなく、段階導入案や時間帯別料金案など複数案を比較できると判断しやすいです。（同種意見 37）,代替案提案,一般利用者,Webフォーム
445,施設の老朽化が進んでいるので、維持管理費の一部を利用者が負担する考え方自体は理解できます。（同種意見 38）,条件付き賛成,一般利用者,Webフォーム
446,無料に近い料金のままでは将来の修繕費が不足すると思うので、根拠を示した上で見直すべきです。（同種意見 38）,賛成,一般利用者,紙提出
447,一度に倍近く上がると、定期利用している団体は活動回数を減らさざるを得ません。（同種意見 38）,反対,市民団体,Webフォーム
448,値上げする場合でも、初年度は小幅にして段階的に移行する方法を検討してほしいです。（同種意見 38）,条件付き賛成,地域団体,説明会
449,子育てサークルは参加費を低く抑えているため、部屋代が上がると参加者負担に直結します。（同種意見 38）,反対,子育て団体,Webフォーム
450,地域の自主活動まで同じ料金体系にすると、住民同士の交流の場が減るのではないでしょうか。（同種意見 38）,反対,自治会,紙提出
451,高齢者の体操教室は健康づくりにもつながるので、減免の対象として残してほしいです。（同種意見 38）,条件付き賛成,高齢者団体,説明会
452,低所得の方も使える公共施設であるため、所得や活動目的に応じた配慮が必要です。（同種意見 38）,条件付き賛成,支援団体,Webフォーム
453,なぜこの金額になるのか、算定式や維持管理費の内訳が資料からは分かりません。（同種意見 38）,説明不足,一般利用者,Webフォーム
454,近隣自治体との比較だけでなく、施設の稼働率や利用目的ごとの影響も示してほしいです。（同種意見 38）,説明不足,市民団体,紙提出
455,意見募集期間が短く、利用団体内で十分に話し合う時間がありませんでした。（同種意見 38）,手続き懸念,地域団体,説明会
456,現行案だけでなく、段階導入案や時間帯別料金案など複数案を比較できると判断しやすいです。（同種意見 38）,代替案提案,一般利用者,Webフォーム
457,施設の老朽化が進んでいるので、維持管理費の一部を利用者が負担する考え方自体は理解できます。（同種意見 39）,条件付き賛成,一般利用者,Webフォーム
458,無料に近い料金のままでは将来の修繕費が不足すると思うので、根拠を示した上で見直すべきです。（同種意見 39）,賛成,一般利用者,紙提出
459,一度に倍近く上がると、定期利用している団体は活動回数を減らさざるを得ません。（同種意見 39）,反対,市民団体,Webフォーム
460,値上げする場合でも、初年度は小幅にして段階的に移行する方法を検討してほしいです。（同種意見 39）,条件付き賛成,地域団体,説明会
461,子育てサークルは参加費を低く抑えているため、部屋代が上がると参加者負担に直結します。（同種意見 39）,反対,子育て団体,Webフォーム
462,地域の自主活動まで同じ料金体系にすると、住民同士の交流の場が減るのではないでしょうか。（同種意見 39）,反対,自治会,紙提出
