id,comment,area,age_group
281,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 24）,南部,40代
282,夕方の便が少なく、駅前で長く待つことになります。（同種意見 24）,中央,30代
283,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 24）,東部,50代
284,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 24）,北部,60代
285,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 24）,南部,30代
286,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 24）,西部,40代
287,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 24）,中央,50代
288,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 24）,東部,20代
289,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 25）,北部,70代以上
290,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 25）,西部,60代
291,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 25）,東部,10代
292,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 25）,中央,10代
293,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 25）,南部,40代
294,夕方の便が少なく、駅前で長く待つことになります。（同種意見 25）,中央,30代
295,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 25）,東部,50代
296,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 25）,北部,60代
297,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 25）,南部,30代
298,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 25）,西部,40代
299,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 25）,中央,50代
300,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 25）,東部,20代
301,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 26）,北部,70代以上
302,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 26）,西部,60代
303,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 26）,東部,10代
304,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 26）,中央,10代
305,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 26）,南部,40代
306,夕方の便が少なく、駅前で長く待つことになります。（同種意見 26）,中央,30代
307,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 26）,東部,50代
308,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 26）,北部,60代
309,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 26）,南部,30代
310,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 26）,西部,40代
311,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 26）,中央,50代
312,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 26）,東部,20代
313,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 27）,北部,70代以上
314,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 27）,西部,60代
315,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 27）,東部,10代
316,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 27）,中央,10代
317,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 27）,南部,40代
318,夕方の便が少なく、駅前で長く待つことになります。（同種意見 27）,中央,30代
319,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 27）,東部,50代
320,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 27）,北部,60代
321,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 27）,南部,30代
322,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 27）,西部,40代
323,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 27）,中央,50代
324,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 27）,東部,20代
325,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 28）,北部,70代以上
326,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 28）,西部,60代
327,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 28）,東部,10代
328,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 28）,中央,10代
329,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 28）,南部,40代
330,夕方の便が少なく、駅前で長く待つことになります。（同種意見 28）,中央,30代
331,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 28）,東部,50代
332,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 28）,北部,60代
333,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 28）,南部,30代
334,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 28）,西部,40代
335,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 28）,中央,50代
336,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 28）,東部,20代
337,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 29）,北部,70代以上
338,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 29）,西部,60代
339,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 29）,東部,10代
340,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 29）,中央,10代
341,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 29）,南部,40代
342,夕方の便が少なく、駅前で長く待つことになります。（同種意見 29）,中央,30代
343,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 29）,東部,50代
344,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 29）,北部,60代
345,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 29）,南部,30代
346,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 29）,西部,40代
347,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 29）,中央,50代
348,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 29）,東部,20代
349,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 30）,北部,70代以上
350,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 30）,西部,60代
351,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 30）,東部,10代
352,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 30）,中央,10代
353,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 30）,南部,40代
354,夕方の便が少なく、駅前で長く待つことになります。（同種意見 30）,中央,30代
355,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 30）,東部,50代
356,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 30）,北部,60代
357,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 30）,南部,30代
358,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 30）,西部,40代
359,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 30）,中央,50代
360,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 30）,東部,20代
361,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 31）,北部,70代以上
362,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 31）,西部,60代
363,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 31）,東部,10代
364,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 31）,中央,10代
365,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 31）,南部,40代
366,夕方の便が少なく、駅前で長く待つことになります。（同種意見 31）,中央,30代
367,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 31）,東部,50代
368,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 31）,北部,60代
369,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 31）,南部,30代
370,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 31）,西部,40代
371,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 31）,中央,50代
372,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 31）,東部,20代
373,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 32）,北部,70代以上
374,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 32）,西部,60代
375,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 32）,東部,10代
376,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 32）,中央,10代
377,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 32）,南部,40代
378,夕方の便が少なく、駅前で長く待つことになります。（同種意見 32）,中央,30代
379,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 32）,東部,50代
380,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 32）,北部,60代
381,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 32）,南部,30代
382,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 32）,西部,40代
383,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 32）,中央,50代
384,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 32）,東部,20代
385,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 33）,北部,70代以上
386,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 33）,西部,60代
387,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 33）,東部,10代
388,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 33）,中央,10代
389,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 33）,南部,40代
390,夕方の便が少なく、駅前で長く待つことになります。（同種意見 33）,中央,30代
391,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 33）,東部,50代
392,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 33）,北部,60代
393,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 33）,南部,30代
394,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 33）,西部,40代
395,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 33）,中央,50代
396,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 33）,東部,20代
397,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 34）,北部,70代以上
398,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 34）,西部,60代
399,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 34）,東部,10代
400,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 34）,中央,10代
401,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 34）,南部,40代
402,夕方の便が少なく、駅前で長く待つことになります。（同種意見 34）,中央,30代
403,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 34）,東部,50代
404,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 34）,北部,60代
405,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 34）,南部,30代
406,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 34）,西部,40代
407,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 34）,中央,50代
408,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 34）,東部,20代
409,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 35）,北部,70代以上
410,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 35）,西部,60代
411,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 35）,東部,10代
412,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 35）,中央,10代
413,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 35）,南部,40代
414,夕方の便が少なく、駅前で長く待つことになります。（同種意見 35）,中央,30代
415,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 35）,東部,50代
416,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 35）,北部,60代
417,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 35）,南部,30代
418,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 35）,西部,40代
419,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 35）,中央,50代
420,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 35）,東部,20代
421,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 36）,北部,70代以上
422,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 36）,西部,60代
423,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 36）,東部,10代
424,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 36）,中央,10代
425,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 36）,南部,40代
426,夕方の便が少なく、駅前で長く待つことになります。（同種意見 36）,中央,30代
427,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 36）,東部,50代
428,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 36）,北部,60代
429,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 36）,南部,30代
430,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 36）,西部,40代
431,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 36）,中央,50代
432,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 36）,東部,20代
433,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 37）,北部,70代以上
434,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 37）,西部,60代
435,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 37）,東部,10代
436,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 37）,中央,10代
437,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 37）,南部,40代
438,夕方の便が少なく、駅前で長く待つことになります。（同種意見 37）,中央,30代
439,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 37）,東部,50代
440,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 37）,北部,60代
441,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 37）,南部,30代
442,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 37）,西部,40代
443,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 37）,中央,50代
444,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 37）,東部,20代
445,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 38）,北部,70代以上
446,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 38）,西部,60代
447,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 38）,東部,10代
448,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 38）,中央,10代
449,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 38）,南部,40代
450,夕方の便が少なく、駅前で長く待つことになります。（同種意見 38）,中央,30代
451,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 38）,東部,50代
452,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 38）,北部,60代
453,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 38）,南部,30代
454,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 38）,西部,40代
455,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 38）,中央,50代
456,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 38）,東部,20代
457,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 39）,北部,70代以上
458,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 39）,西部,60代
459,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 39）,東部,10代
460,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 39）,中央,10代
461,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 39）,南部,40代
462,夕方の便が少なく、駅前で長く待つことになります。（同種意見 39）,中央,30代
463,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 39）,東部,50代
464,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 39）,北部,60代
465,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 39）,南部,30代
466,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 39）,西部,40代
467,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 39）,中央,50代
468,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 39）,東部,20代
469,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 40）,北部,70代以上
470,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 40）,西部,60代
471,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 40）,東部,10代
472,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 40）,中央,10代
473,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 40）,南部,40代
474,夕方の便が少なく、駅前で長く待つことになります。（同種意見 40）,中央,30代
475,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 40）,東部,50代
476,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 40）,北部,60代
477,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 40）,南部,30代
478,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 40）,西部,40代
479,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 40）,中央,50代
480,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 40）,東部,20代
481,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 41）,北部,70代以上
482,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 41）,西部,60代
483,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 41）,東部,10代
484,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 41）,中央,10代
485,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 41）,南部,40代
486,夕方の便が少なく、駅前で長く待つことになります。（同種意見 41）,中央,30代
487,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 41）,東部,50代
488,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 41）,北部,60代
489,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 41）,南部,30代
490,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 41）,西部,40代
491,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 41）,中央,50代
492,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 41）,東部,20代
493,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 42）,北部,70代以上
494,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 42）,西部,60代
495,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 42）,東部,10代
496,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 42）,中央,10代
497,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 42）,南部,40代
498,夕方の便が少なく、駅前で長く待つことになります。（同種意見 42）,中央,30代
499,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 42）,東部,50代
500,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 42）,北部,60代
501,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 42）,南部,30代
502,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 42）,西部,40代
503,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 42）,中央,50代
504,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 42）,東部,20代
505,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 43）,北部,70代以上
506,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 43）,西部,60代
507,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 43）,東部,10代
508,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 43）,中央,10代
509,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 43）,南部,40代
510,夕方の便が少なく、駅前で長く待つことになります。（同種意見 43）,中央,30代
511,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 43）,東部,50代
512,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 43）,北部,60代
513,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 43）,南部,30代
514,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 43）,西部,40代
515,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 43）,中央,50代
516,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 43）,東部,20代
517,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 44）,北部,70代以上
518,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 44）,西部,60代
519,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 44）,東部,10代
520,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 44）,中央,10代
521,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 44）,南部,40代
522,夕方の便が少なく、駅前で長く待つことになります。（同種意見 44）,中央,30代
523,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 44）,東部,50代
524,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 44）,北部,60代
525,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 44）,南部,30代
526,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 44）,西部,40代
527,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 44）,中央,50代
528,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 44）,東部,20代
529,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 45）,北部,70代以上
530,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 45）,西部,60代
531,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 45）,東部,10代
532,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 45）,中央,10代
533,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 45）,南部,40代
534,夕方の便が少なく、駅前で長く待つことになります。（同種意見 45）,中央,30代
535,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 45）,東部,50代
536,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 45）,北部,60代
537,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 45）,南部,30代
538,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 45）,西部,40代
539,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 45）,中央,50代
540,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 45）,東部,20代
541,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 46）,北部,70代以上
542,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 46）,西部,60代
543,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 46）,東部,10代
544,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 46）,中央,10代
545,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 46）,南部,40代
546,夕方の便が少なく、駅前で長く待つことになります。（同種意見 46）,中央,30代
547,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 46）,東部,50代
548,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 46）,北部,60代
549,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 46）,南部,30代
550,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 46）,西部,40代
551,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 46）,中央,50代
552,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 46）,東部,20代
553,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 47）,北部,70代以上
554,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 47）,西部,60代
555,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 47）,東部,10代
556,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 47）,中央,10代
557,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 47）,南部,40代
558,夕方の便が少なく、駅前で長く待つことになります。（同種意見 47）,中央,30代
